age,job,education,contact,duration,campaign,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,marital_married,marital_single,marital_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,poutcome_nonexistent,poutcome_success,aug,dec,jul,jun,mar,may,nov,oct,sep,mon,thu,tue,wed
31,10,7,1,119,9,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,10,7,1,153,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,3,2,1,431,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,10,5,1,127,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,10,5,1,63,4,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,4,2,1,618,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,3,6,1,202,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,9,7,1,392,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,9,5,1,226,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,3,2,1,144,13,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,10,7,1,56,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,10,7,1,121,2,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,10,7,1,390,5,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,7,5,1,75,7,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,10,7,1,99,5,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,9,6,1,108,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,7,5,1,153,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,10,7,1,358,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,9,6,1,63,6,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,11,7,1,308,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,9,6,1,163,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,8,6,1,45,8,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,5,7,1,230,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,10,5,1,90,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,10,7,1,98,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,9,5,1,83,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,9,6,1,194,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,4,2,1,56,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,9,7,1,1374,6,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,11,7,1,372,3,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,0,1,1,104,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
58,3,7,1,90,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,19,11,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
51,10,7,1,69,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,10,7,1,127,4,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,122,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
51,10,7,1,179,11,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46,10,4,1,160,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,3,5,1,106,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60,11,7,1,66,14,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,4,2,1,23,14,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,9,6,1,69,3,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,4,4,1,137,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,109,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,10,7,1,435,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,7,5,1,209,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,10,7,1,958,5,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54,8,4,1,110,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,7,5,1,170,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,95,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,9,6,1,731,7,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,5,1,664,9,1.4,93.444,-36.1,4.965,5228.1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,10,7,1,479,4,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,9,5,1,254,3,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,427,12,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,4,2,1,77,6,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,8,4,1,60,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,7,5,1,49,9,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,9,7,1,102,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,10,7,1,62,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,7,1,73,2,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,9,6,1,109,8,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,11,7,1,0,10,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57,3,4,1,388,4,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,85,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,42,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,7,1,23,9,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,146,7,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,8,4,1,100,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46,10,7,1,55,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,9,6,1,67,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,4,2,1,235,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,9,6,1,94,10,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57,10,5,1,135,15,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,9,6,1,60,4,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,8,2,1,276,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,4,4,1,159,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,9,7,1,64,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,9,7,1,247,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44,10,7,1,102,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,9,7,1,87,3,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,9,5,1,106,5,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,108,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44,10,7,1,312,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,9,6,1,92,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,178,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,6,1,80,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,6,1,169,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,8,2,0,81,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46,10,4,1,317,4,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,11,7,1,217,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,11,7,1,196,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
34,9,6,1,221,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,9,5,1,97,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,11,7,1,634,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,6,1,700,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,9,5,1,67,3,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,5,6,1,80,11,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,9,6,1,185,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60,5,4,1,17,13,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46,10,7,1,165,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46,10,7,1,210,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,7,1,76,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,10,7,1,64,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,10,7,1,131,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,7,1,252,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,4,4,1,155,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,8,6,1,14,8,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,11,7,1,92,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,10,7,1,748,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,7,1,104,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,9,6,1,65,2,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,7,1,181,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42,4,5,1,176,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,5,7,1,28,13,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,9,7,1,610,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,9,6,1,279,4,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,11,7,1,345,2,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,9,7,1,191,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,10,7,1,82,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
53,10,7,1,18,11,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,9,7,1,541,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,9,6,1,67,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,9,6,1,137,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,0,5,1,94,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,9,6,1,259,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,10,5,1,87,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,8,5,1,153,10,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,0,5,1,142,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,9,6,1,103,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,9,6,1,179,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,9,6,1,123,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,9,6,1,239,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,9,6,1,358,1,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,10,7,1,286,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,9,6,1,312,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,9,6,1,80,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,11,7,1,126,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,9,6,1,417,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,11,7,1,85,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,10,5,1,131,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,9,6,1,392,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,10,7,1,85,12,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,10,7,1,24,12,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54,10,7,1,119,3,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,10,7,0,66,7,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,7,5,1,460,5,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,4,2,1,183,7,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,9,7,1,189,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,9,5,1,73,9,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,9,5,1,130,6,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,3,6,1,139,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,10,5,1,168,2,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52,2,5,1,99,1,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,9,6,1,97,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,8,2,1,80,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,8,2,1,204,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,7,5,1,43,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57,9,6,0,15,7,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56,7,5,1,173,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,4,2,1,176,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,8,4,1,260,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
58,5,4,1,83,2,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,8,2,1,164,1,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
